Structure_ID,Latitude,Longitude,HWB_Class,Year_Built,Design_Era,Num_Spans,Sa_1s_g,PGA_g,Observed_DS,Obs_DR,Obs_Repair_Category,Obs_Repair_Action,Obs_Priority,RF_DS,RF_DR,RF_P_None,RF_P_Slight,RF_P_Moderate,RF_P_Extensive,RF_P_Complete,RF_Repair_Category,RF_Repair_Action,RF_Priority,MLP_DS,MLP_DR,MLP_P_None,MLP_P_Slight,MLP_P_Moderate,MLP_P_Extensive,MLP_P_Complete,MLP_Repair_Category,MLP_Repair_Action,MLP_Priority,RF_Correct,MLP_Correct,Obs_Color,RF_Color,MLP_Color,Is_Damaged_Obs,Is_Damaged_RF,Is_Damaged_MLP
53 0688,34.43,-118.585,HWB7,1964,conventional,201,1.054,0.6243,none,0.0,Safe,No action needed,0,none,0.0,0.6543455557401081,0.017063974495269908,0.04307853876186808,0.28551193100275396,0.0,Safe,No action needed,0,extensive,0.25,0.10028879849127692,1.970737415002349e-12,2.8265469281187594e-05,0.8996829360374711,3.6831478655834234e-19,Needs Closure,Close bridge — repair now,3,1,0,green,green,red,0,0,1
53 0695,34.095,-118.4766667,HWB7,1962,conventional,411,0.2727,0.3526,none,0.0,Safe,No action needed,0,none,0.0,0.6960311674332341,0.11728774275903772,0.1757772032630245,0.010482366459992405,0.0004215200847109983,Safe,No action needed,0,none,0.0,0.9995387360799122,9.173542288100184e-07,0.00046034656441461074,1.4418165109312425e-12,2.6349324761321514e-15,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0696,34.11,-118.3333333,HWB3,1954,conventional,518,0.3929,0.3626,none,0.0,Safe,No action needed,0,none,0.0,0.8296779620163472,0.135067759834399,0.03416453985269439,0.00034506347492647326,0.0007446748216327956,Safe,No action needed,0,none,0.0,0.9999964303759925,1.9315140261536857e-07,3.3764725829014926e-06,2.1974897695685172e-14,5.2599711456810935e-18,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0701,34.01333333,-118.4166667,HWB5,1959,conventional,424,0.3283,0.3591,none,0.0,Safe,No action needed,0,none,0.0,0.7052071308300181,0.05238045311266922,0.21177706728244608,0.022045404507248602,0.008589944267618048,Safe,No action needed,0,none,0.0,0.9982641190717202,2.9707387532037134e-07,0.0017355764644557926,7.294232651775729e-09,9.571590853713978e-11,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0703,34.02666667,-118.4283333,HWB5,1959,conventional,415,0.443,0.4105,none,0.0,Safe,No action needed,0,none,0.0,0.46290507995101143,0.09979904762799785,0.3737223795199122,0.04665260715575135,0.016920885745327213,Safe,No action needed,0,none,0.0,0.9988802335654627,1.0769253826037632e-07,0.0011196493721406077,8.95006895810897e-09,4.1978939778350536e-10,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0704,34.035,-118.4366667,HWB1,1959,conventional,213,0.443,0.4105,moderate,0.08,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.12317547081416924,0.03155669775743299,0.8353980357165313,0.00868819126815267,0.0011816044437138857,Needs Repair,Plan repair — 6 months,2,moderate,0.08,7.674088917946943e-05,1.3919239833018435e-10,0.9999232589716278,3.5130706933570553e-16,1.7669782870828964e-18,Needs Repair,Plan repair — 6 months,2,1,1,orange,orange,orange,1,1,1
53 0706,34.03833333,-118.4383333,HWB3,1959,conventional,436,0.443,0.4105,none,0.0,Safe,No action needed,0,moderate,0.08,0.4230407275613065,0.08996482689674591,0.450973680411646,0.031095783066304384,0.004924982063997266,Needs Repair,Plan repair — 6 months,2,none,0.0,0.9999642235105339,5.1019244568512116e-08,3.57254676991679e-05,2.4806868877984775e-12,4.166239789871069e-14,Safe,No action needed,0,0,1,green,orange,green,0,1,0
53 0707,34.04333333,-118.2716667,HWB1,1962,conventional,101,0.188,0.2002,none,0.0,Safe,No action needed,0,none,0.0,0.7062953241701594,0.27738227555682077,0.01624597982140252,0.0,7.642045161755763e-05,Safe,No action needed,0,none,0.0,0.9983425003202515,0.0014459668100525987,0.0002115328696581016,3.609018346272806e-14,1.5128855479946288e-15,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0708,34.04666667,-118.445,HWB3,1959,conventional,418,0.3684,0.3853,none,0.0,Safe,No action needed,0,none,0.0,0.6702547359299329,0.04170338033492895,0.2651422267003758,0.019322210181782234,0.0035774468529802196,Safe,No action needed,0,none,0.0,0.9999259505480677,2.6542916585102645e-07,7.378400127199664e-05,2.1484786202139386e-11,9.644730708004741e-15,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0710,34.055,-118.4516667,HWB5,1957,conventional,610,0.3684,0.3853,none,0.0,Safe,No action needed,0,none,0.0,0.7445448496837349,0.12707002723199434,0.11640686814924683,0.006391336090427424,0.005586918844596499,Safe,No action needed,0,none,0.0,0.9985055909367246,0.0014765574683129592,1.7851594962422806e-05,6.172334361935844e-17,5.438393332203953e-18,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0711,34.06,-118.455,HWB3,1957,conventional,402,0.3538,0.35,none,0.0,Safe,No action needed,0,none,0.0,0.8219614733451648,0.05459168694501642,0.1122317227820125,0.007543565166749204,0.0036715517610570927,Safe,No action needed,0,none,0.0,0.9999978005206567,5.3699802497618596e-08,2.1457793991114905e-06,1.4192370165595607e-13,1.408394308924603e-17,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0712,34.06666667,-118.4616667,HWB7,1956,conventional,402,0.3627,0.3428,none,0.0,Safe,No action needed,0,none,0.0,0.8299931022633138,0.0702460108194824,0.09116914902907207,0.008591737888131432,0.0,Safe,No action needed,0,none,0.0,0.9998155110874936,1.9225348529311287e-07,0.00018429663388157177,2.5139265846009275e-11,1.1182650429150432e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0713,34.07166667,-118.4666667,HWB7,1955,conventional,244,0.3627,0.3428,none,0.0,Safe,No action needed,0,none,0.0,0.8372532548407586,0.06085072189375564,0.09984537492593747,0.002050648339547943,0.0,Safe,No action needed,0,none,0.0,0.9876082941866715,7.075300676110196e-06,0.012384630449506303,6.314583079766683e-11,2.1430908232956267e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0720,34.19666667,-118.605,HWB3,1949,conventional,256,0.6549,0.5729,none,0.0,Safe,No action needed,0,none,0.0,0.8357946745797789,0.05352638626889274,0.08795241986125835,0.015574276641963212,0.007152242648107278,Safe,No action needed,0,none,0.0,0.9999983142141765,3.459126326888283e-07,1.3398731908238886e-06,1.7541849272352815e-19,2.3088274489906044e-27,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0722,34.095,-118.31,HWB4,1951,conventional,146,0.447,0.3717,none,0.0,Safe,No action needed,0,none,0.0,0.8039030743163054,0.10974122730101495,0.060405386597559126,0.02265677808125347,0.003293533703866786,Safe,No action needed,0,none,0.0,0.9999315723266269,3.89522548341553e-05,2.947541727824966e-05,1.2575929246410827e-12,3.216492142988848e-15,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0724,34.10333333,-118.3183333,HWB28,1977,seismic,165,0.447,0.3717,none,0.0,Safe,No action needed,0,none,0.0,0.7133331141040504,0.08697426427468288,0.09747227399977079,0.07159466847123218,0.030625679150263648,Safe,No action needed,0,none,0.0,0.9999511407203381,8.774704428289488e-08,4.877153261628786e-05,1.3471229598346423e-15,1.3278581925230345e-19,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0726,33.80333333,-118.2066667,HWB7,1947,conventional,219,0.1106,0.0963,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,1.0,4.2859958247646784e-21,1.7271468170290677e-19,5.68454278362729e-33,1.7347302333717837e-29,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0727,33.82,-118.2066667,HWB3,1949,conventional,244,0.1067,0.0952,none,0.0,Safe,No action needed,0,none,0.0,0.9890472825388668,0.005635144974088826,0.005317572487044413,0.0,0.0,Safe,No action needed,0,none,0.0,1.0,1.4308556762433377e-21,1.710703852752142e-18,4.7221435177485655e-30,2.1386101454138808e-27,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0728,34.105,-118.3266667,HWB7,1953,conventional,73,0.4827,0.3745,none,0.0,Safe,No action needed,0,none,0.0,0.7961231258784948,0.11215742352874812,0.08553560832149669,0.006183842271260458,0.0,Safe,No action needed,0,none,0.0,0.9992231539725318,0.00039422251754975935,0.00038262350785738523,2.0606029763904785e-12,4.0923755794843766e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0729,34.11166667,-118.335,HWB7,1954,conventional,183,0.3929,0.3626,none,0.0,Safe,No action needed,0,none,0.0,0.6477222932375565,0.2749591325705204,0.07193584506295889,0.004282243743897936,0.0011004853850663195,Safe,No action needed,0,none,0.0,0.9747538999785846,0.015418362031915435,0.00982773688572792,1.1037202259431477e-09,5.1695786137646886e-14,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0730,34.31666667,-118.4883333,HWB6,1975,seismic,582,1.197,0.7572,moderate,0.08,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.0721564818409299,0.017432325717431627,0.8423054800189211,0.0420227829879907,0.026082929434726634,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.00011088668279463902,0.08090124551488484,0.918987148990001,7.689758226558617e-18,7.188123195038636e-07,Needs Repair,Plan repair — 6 months,2,1,1,orange,orange,orange,1,1,1
53 0731,34.09833333,-118.3116667,HWB5,1951,conventional,122,0.447,0.3717,slight,0.03,Needs Repair,Schedule inspection,1,none,0.0,0.7789632106764326,0.11400769178674616,0.08046500018580482,0.01894484039571237,0.007619256955303852,Safe,No action needed,0,none,0.0,0.9873264062286398,0.011785169251514599,0.0008884244540315966,6.576125567705398e-11,5.291746952332315e-14,Safe,No action needed,0,0,0,blue,green,green,1,0,0
53 0732,34.1,-118.315,HWB6,1977,seismic,98,0.447,0.3717,slight,0.03,Needs Repair,Schedule inspection,1,none,0.0,0.7514936821181091,0.15742041383701016,0.07677677641154781,0.00930912763333275,0.005,Safe,No action needed,0,none,0.0,0.9999999268561515,3.496943883009088e-08,3.8174409635591894e-08,1.0029359039964976e-23,7.887605772925535e-26,Safe,No action needed,0,0,0,blue,green,green,1,0,0
53 0734,34.19,-118.18,HWB3,1974,conventional,439,0.067,0.1702,none,0.0,Safe,No action needed,0,none,0.0,0.9768036191789345,0.019454246673352583,0.0037421341477128366,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999988801317641,3.092324354388893e-09,1.116775911338513e-06,2.3710978598778893e-17,2.4205080431975756e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0738,34.08833333,-118.4716667,HWB3,1962,conventional,421,0.2854,0.3293,none,0.0,Safe,No action needed,0,none,0.0,0.7903037677806912,0.07694834645773813,0.12640241807963945,0.00577579722076432,0.0005696704611666879,Safe,No action needed,0,none,0.0,0.999853588347812,2.3072890607459897e-05,0.00012333856580955312,1.9576483348868207e-10,6.194703106281263e-15,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0739,34.12666667,-118.4733333,HWB5,1959,conventional,171,0.593,0.4963,moderate,0.08,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.18270159093188862,0.09352508612224346,0.6893699219456011,0.021216454258881284,0.013186946741385912,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.2129899870770677,0.005438414028372713,0.781568041629229,3.5554356411717913e-06,1.8296894012216098e-09,Needs Repair,Plan repair — 6 months,2,1,1,orange,orange,orange,1,1,1
53 0740,34.14,-118.4683333,HWB5,1962,conventional,210,0.593,0.4963,moderate,0.08,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.10012138399424768,0.08589467795622477,0.7694069742106189,0.02788547691245635,0.016691486926452705,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.0803834250462237,0.007495775142920254,0.911855642752098,0.00026438679864160307,7.702601162709656e-07,Needs Repair,Plan repair — 6 months,2,1,1,orange,orange,orange,1,1,1
53 0741,34.155,-118.4683333,HWB15,1956,conventional,433,0.6603,0.5171,none,0.0,Safe,No action needed,0,none,0.0,0.6575847242125181,0.034576964049205586,0.3003548095369583,0.004974104420357475,0.0025093977809607032,Safe,No action needed,0,none,0.0,0.9828426359060458,1.8893620897117048e-10,0.017157363905017868,8.661133342615122e-21,1.7376425124510034e-21,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0742,34.05666667,-118.2533333,HWB15,1951,conventional,70,0.2223,0.2153,none,0.0,Safe,No action needed,0,none,0.0,0.9818553727095314,0.018022534506539123,0.0001220927839295271,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999888084484,3.605308821755357e-10,1.0831020710218904e-08,1.6231462255401302e-21,8.876643244903052e-23,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0743,34.11333333,-118.245,HWB4,1958,conventional,396,0.3039,0.296,none,0.0,Safe,No action needed,0,none,0.0,0.48225653207640634,0.3717940417384596,0.14514891097561164,0.00032623520612433464,0.0004742800033978785,Safe,No action needed,0,none,0.0,0.9755495249628018,9.340616835025395e-06,0.02441801454488521,2.311629578205484e-05,3.5796958445073605e-09,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0744,34.055,-118.255,HWB5,1951,conventional,110,0.2223,0.2153,none,0.0,Safe,No action needed,0,none,0.0,0.992866617138734,0.007011290077336451,0.0001220927839295271,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999763676908657,8.059156679658372e-06,1.5573152454277922e-05,4.3865076596573087e-16,6.030863295001635e-17,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0745,34.055,-118.2566667,HWB28,1953,conventional,85,0.2223,0.2153,none,0.0,Safe,No action needed,0,none,0.0,0.941442020328547,0.04532426288416641,0.013233716787286638,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999733356224797,1.0297100399083981e-05,1.636727712099176e-05,1.8335675266394031e-16,8.31555144694826e-17,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0746,34.05333333,-118.2566667,HWB5,1953,conventional,110,0.2223,0.2153,none,0.0,Safe,No action needed,0,none,0.0,0.992866617138734,0.007011290077336451,0.0001220927839295271,0.0,0.0,Safe,No action needed,0,none,0.0,0.9998398459689989,0.00011884138133936865,4.131264965699984e-05,3.145487494625646e-15,1.575220479791854e-15,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0747,34.05166667,-118.2583333,HWB5,1953,conventional,94,0.2223,0.2153,none,0.0,Safe,No action needed,0,none,0.0,0.9899290253790454,0.00994888183702511,0.0001220927839295271,0.0,0.0,Safe,No action needed,0,none,0.0,0.9997274763724034,0.00023459367470671366,3.792995288754961e-05,1.2442951958798799e-15,8.016833770996204e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0748,34.05166667,-118.26,HWB1,1952,conventional,171,0.188,0.2002,none,0.0,Safe,No action needed,0,none,0.0,0.9828804537368754,0.016546967757146328,0.0005725785059784339,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999997942997,3.435407751052393e-15,2.056971038233969e-10,1.6556354060233235e-23,1.1588857027479498e-26,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0749,34.05,-118.2616667,HWB5,1953,conventional,171,0.188,0.2002,none,0.0,Safe,No action needed,0,none,0.0,0.995576768648894,0.004301138567176447,0.0001220927839295271,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999466901504138,6.954809397894152e-06,4.635504016944288e-05,1.484506255931389e-14,4.085950746723484e-15,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0750,34.05,-118.2633333,HWB3,1953,conventional,396,0.188,0.2002,none,0.0,Safe,No action needed,0,none,0.0,0.9883852435529454,0.007919582458576985,0.003695173988477758,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999934748343,2.211837908393398e-14,6.5251433428820685e-09,2.8003999269016494e-16,1.7299945478195612e-19,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0751,34.04833333,-118.265,HWB5,1953,conventional,67,0.188,0.2002,none,0.0,Safe,No action needed,0,none,0.0,0.9915671416568977,0.00831076555917265,0.0001220927839295271,0.0,0.0,Safe,No action needed,0,none,0.0,0.9995469976926835,0.0004156309893400857,3.737131797633554e-05,8.112215035838414e-17,6.858518419461554e-17,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0752,34.04833333,-118.265,HWB3,1953,conventional,482,0.188,0.2002,none,0.0,Safe,No action needed,0,none,0.0,0.9949382592404373,0.0016674434566170174,0.0033942973029458196,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999994727782,4.44366690272364e-16,5.272214164979944e-10,8.01980434570219e-18,1.8994180915771764e-21,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0755,34.14166667,-118.7416667,HWB3,1949,conventional,576,0.2966,0.3365,none,0.0,Safe,No action needed,0,none,0.0,0.9668471799988322,0.01498568336089994,0.017984796090910013,0.0,0.00018234054935777113,Safe,No action needed,0,none,0.0,0.999999999529583,4.664472523169357e-10,3.969603035300374e-12,7.368006397627869e-34,1.634068394113487e-41,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0756,34.03166667,-118.1866667,HWB3,1965,conventional,85,0.2077,0.2792,none,0.0,Safe,No action needed,0,none,0.0,0.7943395890049775,0.18603789361008632,0.019622517384936377,0.0,0.0,Safe,No action needed,0,none,0.0,0.9657922329486016,0.03420544345993146,2.3235912320569825e-06,2.007272453534627e-16,2.34615008254801e-13,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0758,34.05666667,-118.2383333,HWB7,1950,conventional,192,0.2534,0.2521,none,0.0,Safe,No action needed,0,none,0.0,0.9667593458282632,0.03264199983479567,0.0005986543369410628,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999957237705785,2.9102746714099767e-06,1.3659547498260632e-06,3.1260409363291396e-16,2.084226408428017e-18,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0763,34.15166667,-118.16,HWB3,1971,conventional,244,0.0734,0.1459,none,0.0,Safe,No action needed,0,none,0.0,0.9934325014698502,0.0054217927614704856,0.0011457057686792757,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999867775487277,1.1745421883682293e-05,1.4770293883989653e-06,1.6066791685263831e-18,1.5369279725670095e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0765,33.96333333,-118.1183333,HWB3,1953,conventional,384,0.1433,0.1593,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999620706,1.6610336126000085e-15,3.7927815206757546e-11,2.6914975278858932e-18,1.4333561516112258e-17,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0769,34.055,-118.2383333,HWB3,1950,conventional,226,0.2534,0.2521,none,0.0,Safe,No action needed,0,none,0.0,0.9619650149173842,0.026368226038263325,0.011666759044352406,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999835531082,6.637006018300446e-11,1.638052177115745e-08,1.1838923523057669e-17,9.702939052278068e-19,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0771,34.03333333,-118.1816667,HWB10,1965,conventional,439,0.2077,0.2792,none,0.0,Safe,No action needed,0,none,0.0,0.8770683514552937,0.09869361411013937,0.019697311838118778,0.0,0.004540722596448254,Safe,No action needed,0,none,0.0,0.9999874891419115,1.399375903969012e-13,1.2506743301574168e-05,4.114565012078111e-09,8.21652147380618e-14,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0772,34.035,-118.18,HWB7,1967,conventional,427,0.2077,0.2792,none,0.0,Safe,No action needed,0,none,0.0,0.8234041301796552,0.16152858691815752,0.015067282902187158,0.0,0.0,Safe,No action needed,0,none,0.0,0.9998493533230514,0.00014881233390579707,1.8343247452547213e-06,5.481901815096381e-17,1.8297523483294757e-11,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0775,34.03666667,-118.175,HWB3,1967,conventional,189,0.2077,0.2792,none,0.0,Safe,No action needed,0,none,0.0,0.7833349392796705,0.2014144812830629,0.014904819254478143,0.00017288009139446506,0.00017288009139446506,Safe,No action needed,0,none,0.0,0.8880471065318047,0.11187216353630787,8.072965754527143e-05,1.0352243863768234e-12,2.7330703563625413e-10,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0776,33.97833333,-118.435,HWB7,1932,conventional,293,0.3042,0.2914,none,0.0,Safe,No action needed,0,none,0.0,0.9568096332726864,0.012050945494014212,0.023328538317529946,0.0058331180701059115,0.0019777648456632962,Safe,No action needed,0,none,0.0,0.9999999999999518,1.7614874234473212e-14,3.068120704049971e-14,1.9425683378932948e-33,1.6588209430667536e-40,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0780,34.11833333,-118.235,HWB6,1976,seismic,183,0.2179,0.2606,none,0.0,Safe,No action needed,0,none,0.0,0.9291732608137696,0.05490864703173443,0.015918092154496008,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999942641,2.5911983139093264e-14,5.70985792485509e-12,5.6065049969690576e-30,8.163586866814355e-30,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0782,34.055,-118.2366667,HWB3,1954,conventional,244,0.2534,0.2521,none,0.0,Safe,No action needed,0,none,0.0,0.9531794146761919,0.034445527771993015,0.012375057551815094,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999967379218512,6.334053943499982e-08,3.198737231274873e-06,2.8345282392171427e-13,9.469650709469314e-14,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0783,34.10666667,-118.3283333,HWB5,1953,conventional,73,0.4827,0.3745,none,0.0,Safe,No action needed,0,none,0.0,0.8210549086964253,0.08136577431026833,0.07522211256095317,0.014484661653859364,0.007872542778493908,Safe,No action needed,0,none,0.0,0.9984737410185607,0.0009112891895780473,0.0006149697840485962,7.783783769682736e-12,2.889095857182343e-14,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0784,34.02,-118.18,HWB5,1951,conventional,122,0.2103,0.2525,none,0.0,Safe,No action needed,0,none,0.0,0.9921481259591721,0.007851874040827902,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999974121414276,2.539564068722953e-06,4.829450346111906e-08,4.9534572727807325e-18,1.9194859905710222e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0785,34.01666667,-118.1733333,HWB28,1954,conventional,134,0.1674,0.2327,none,0.0,Safe,No action needed,0,none,0.0,0.9969833197721725,0.0030166802278275007,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999995986948443,3.0445398252277306e-07,9.685117032064192e-08,4.385372362708684e-17,2.860170008737063e-15,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0787,34.055,-118.255,HWB15,1951,conventional,73,0.2223,0.2153,none,0.0,Safe,No action needed,0,none,0.0,0.9818553727095314,0.018022534506539123,0.0001220927839295271,0.0,0.0,Safe,No action needed,0,none,0.0,0.999999990545631,2.6860711996653916e-10,9.185761894610267e-09,1.3595132084955789e-21,7.467387617117322e-23,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0788,34.01666667,-118.1733333,HWB1,1955,conventional,174,0.1674,0.2327,none,0.0,Safe,No action needed,0,none,0.0,0.9742006653442904,0.025400747315897157,0.0003985873398125054,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999998729381,4.96564640149317e-14,1.270122543390164e-10,9.908513745522424e-21,1.0798731525527281e-21,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0790,34.01666667,-118.1733333,HWB5,1955,conventional,101,0.1674,0.2327,none,0.0,Safe,No action needed,0,none,0.0,0.9892006653442904,0.008734080649230489,0.002065254006479172,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999417005373963,5.819428614456767e-05,1.0517645863321127e-07,2.234235847685648e-18,6.145859138908374e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0793,34.05,-118.2616667,HWB3,1953,conventional,119,0.188,0.2002,none,0.0,Safe,No action needed,0,none,0.0,0.9741203121976955,0.02486744402535232,0.0010122437769523737,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999023905075972,2.7856094823680546e-05,6.97533975760014e-05,2.0937120064097243e-15,7.788931504917022e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0794,34.04666667,-118.2666667,HWB3,1953,conventional,445,0.188,0.2002,none,0.0,Safe,No action needed,0,none,0.0,0.9919215790126097,0.0046841236844445185,0.0033942973029458196,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999987538617,1.2050351189839214e-15,1.2461371240894928e-09,4.670627839526171e-17,1.3018909059670498e-20,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0795,34.04833333,-118.265,HWB5,1953,conventional,79,0.188,0.2002,none,0.0,Safe,No action needed,0,none,0.0,0.9915671416568977,0.00831076555917265,0.0001220927839295271,0.0,0.0,Safe,No action needed,0,none,0.0,0.9995919114391671,0.0003605252113703175,4.756334946227727e-05,2.117547875150031e-16,1.4279153010905718e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0797,34.10666667,-118.3283333,HWB3,1953,conventional,418,0.4827,0.3745,none,0.0,Safe,No action needed,0,none,0.0,0.8590750320637113,0.03506160301176467,0.07037991552490659,0.02898889722515574,0.006494552174461944,Safe,No action needed,0,none,0.0,0.9999996738292365,1.0720345816390789e-09,3.250980848459253e-07,6.442113878406363e-13,1.439885315041987e-17,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0801,34.10666667,-118.3283333,HWB3,1952,conventional,515,0.4827,0.3745,none,0.0,Safe,No action needed,0,none,0.0,0.8394402059534478,0.12689828564371516,0.020282216088483844,0.009904288657697215,0.0034750036566560862,Safe,No action needed,0,none,0.0,0.9999999040583679,2.2504136779818122e-09,9.36912182803048e-08,1.588485732335833e-16,7.177111839033489e-20,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0809,34.07166667,-118.125,HWB3,1953,conventional,256,0.1476,0.1779,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999986608338093,2.2758950469318476e-08,1.3164072254620013e-06,1.0643064241121126e-14,4.276479572127954e-15,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0811,34.05666667,-118.24,HWB3,1951,conventional,98,0.2534,0.2521,none,0.0,Safe,No action needed,0,none,0.0,0.9557829666084516,0.04092363112572949,0.0032934022658187077,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999960042954223,1.5179103171106853e-06,2.477794260395869e-06,9.998648475685991e-17,7.338668616058569e-17,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0813,33.93,-118.09,HWB5,1953,conventional,280,0.1317,0.1334,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999999327,7.217204725968659e-15,5.986870215821121e-14,2.5819071229750334e-23,3.1471537479100183e-20,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0814,33.90333333,-118.0633333,HWB5,1954,conventional,122,0.153,0.1273,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.999999999999998,1.950279978542409e-15,8.579772233049515e-17,3.717303266904904e-29,7.598365985793832e-25,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 0815,33.84,-118.2083333,HWB5,1954,conventional,1,0.1124,0.096,none,0.0,Safe,No action needed,0,none,0.0,0.995,0.005,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999985447,1.455076219700409e-12,2.6379035525883407e-16,5.121555726265158e-32,3.260874988199236e-27,Safe,No action needed,0,1,1,green,green,green,0,0,0
